pathname,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,target
karabin/(41).jpg,23.0,4.0,14.0,0.0,13.0,22.0,11.0,13.0,9.0,5.0,27.0,8.0,16.0,17.0,6.0,3.0,7.0,1.0,15.0,7.0,37.0,10.0,3.0,4.0,10.0,21.0,7.0,27.0,6.0,28.0,11.0,3.0,12.0,3.0,39.0,6.0,22.0,2.0,27.0,1.0,karabin
karabin/(59).jpg,8.0,9.0,30.0,8.0,80.0,7.0,4.0,7.0,3.0,2.0,12.0,22.0,10.0,9.0,5.0,11.0,0.0,8.0,6.0,1.0,12.0,21.0,6.0,3.0,0.0,11.0,13.0,44.0,2.0,55.0,15.0,3.0,3.0,1.0,24.0,6.0,27.0,0.0,6.0,6.0,karabin
karabin/(78).jpg,8.0,21.0,5.0,0.0,2.0,28.0,3.0,0.0,3.0,21.0,25.0,2.0,13.0,38.0,2.0,44.0,0.0,22.0,29.0,12.0,37.0,1.0,9.0,27.0,9.0,0.0,15.0,0.0,1.0,0.0,1.0,20.0,1.0,1.0,42.0,11.0,21.0,5.0,17.0,4.0,karabin
karabin/(61).jpg,9.0,14.0,8.0,1.0,6.0,11.0,12.0,6.0,13.0,23.0,18.0,11.0,7.0,17.0,6.0,23.0,8.0,39.0,10.0,23.0,13.0,8.0,9.0,21.0,13.0,7.0,24.0,6.0,17.0,2.0,6.0,19.0,8.0,6.0,11.0,18.0,13.0,10.0,14.0,10.0,karabin
karabin/(49).jpg,11.0,4.0,41.0,65.0,5.0,13.0,7.0,22.0,11.0,9.0,7.0,19.0,16.0,2.0,5.0,1.0,29.0,2.0,5.0,0.0,1.0,14.0,8.0,6.0,2.0,18.0,4.0,13.0,13.0,28.0,45.0,2.0,29.0,6.0,2.0,4.0,14.0,2.0,8.0,7.0,karabin
karabin/(3).jpg,7.0,27.0,6.0,0.0,2.0,9.0,28.0,14.0,26.0,12.0,9.0,7.0,4.0,10.0,10.0,21.0,7.0,26.0,17.0,26.0,5.0,7.0,26.0,24.0,9.0,9.0,15.0,9.0,6.0,6.0,2.0,27.0,4.0,10.0,5.0,19.0,6.0,15.0,17.0,11.0,karabin
karabin/(100).jpg,16.0,8.0,12.0,11.0,8.0,25.0,8.0,3.0,5.0,10.0,9.0,9.0,9.0,11.0,8.0,10.0,9.0,13.0,3.0,5.0,39.0,13.0,5.0,7.0,6.0,18.0,14.0,6.0,2.0,15.0,3.0,8.0,3.0,7.0,97.0,5.0,33.0,2.0,18.0,7.0,karabin
karabin/(89).jpg,11.0,7.0,7.0,13.0,16.0,13.0,6.0,6.0,0.0,7.0,5.0,19.0,5.0,1.0,2.0,66.0,3.0,46.0,11.0,7.0,12.0,10.0,7.0,16.0,13.0,14.0,4.0,17.0,10.0,19.0,22.0,3.0,6.0,5.0,29.0,6.0,6.0,19.0,10.0,21.0,karabin
karabin/(28).jpg,5.0,10.0,9.0,15.0,33.0,12.0,8.0,10.0,18.0,12.0,20.0,9.0,9.0,17.0,2.0,11.0,13.0,26.0,10.0,3.0,26.0,11.0,4.0,14.0,7.0,6.0,15.0,20.0,0.0,30.0,26.0,5.0,19.0,0.0,33.0,3.0,13.0,6.0,8.0,2.0,karabin
karabin/(57).jpg,5.0,14.0,5.0,8.0,13.0,7.0,25.0,11.0,32.0,18.0,8.0,16.0,7.0,9.0,6.0,1.0,10.0,1.0,15.0,8.0,0.0,17.0,17.0,11.0,22.0,12.0,23.0,15.0,14.0,35.0,32.0,15.0,8.0,13.0,6.0,14.0,6.0,6.0,14.0,1.0,karabin
karabin/(22).jpg,0.0,6.0,1.0,8.0,35.0,8.0,3.0,6.0,8.0,7.0,19.0,6.0,4.0,11.0,3.0,46.0,9.0,12.0,0.0,3.0,50.0,8.0,7.0,6.0,1.0,2.0,5.0,20.0,0.0,24.0,13.0,4.0,5.0,4.0,122.0,3.0,5.0,5.0,16.0,5.0,karabin
karabin/(93).jpg,0.0,0.0,1.0,0.0,0.0,3.0,3.0,5.0,4.0,5.0,2.0,0.0,0.0,6.0,2.0,0.0,5.0,0.0,2.0,0.0,6.0,4.0,0.0,1.0,1.0,1.0,1.0,3.0,1.0,0.0,0.0,1.0,4.0,3.0,3.0,6.0,6.0,0.0,0.0,1.0,karabin
karabin/(53).jpg,10.0,8.0,17.0,34.0,6.0,25.0,8.0,17.0,7.0,7.0,10.0,16.0,33.0,17.0,10.0,3.0,27.0,6.0,8.0,6.0,6.0,25.0,1.0,6.0,6.0,15.0,7.0,9.0,1.0,17.0,30.0,16.0,18.0,4.0,7.0,6.0,21.0,4.0,14.0,12.0,karabin
karabin/(88).jpg,8.0,4.0,16.0,11.0,9.0,23.0,12.0,9.0,9.0,8.0,7.0,6.0,3.0,9.0,16.0,8.0,16.0,6.0,16.0,2.0,8.0,19.0,9.0,7.0,7.0,12.0,8.0,18.0,10.0,19.0,32.0,4.0,15.0,16.0,44.0,12.0,15.0,10.0,24.0,13.0,karabin
karabin/(21).jpg,13.0,1.0,38.0,13.0,17.0,15.0,9.0,12.0,8.0,12.0,12.0,19.0,23.0,16.0,9.0,9.0,15.0,7.0,10.0,8.0,14.0,17.0,5.0,14.0,6.0,12.0,11.0,19.0,4.0,16.0,23.0,4.0,14.0,6.0,13.0,17.0,20.0,5.0,7.0,7.0,karabin
karabin/(36).jpg,5.0,1.0,9.0,7.0,7.0,21.0,6.0,3.0,6.0,13.0,10.0,7.0,6.0,10.0,7.0,7.0,6.0,9.0,9.0,5.0,42.0,13.0,6.0,0.0,7.0,11.0,8.0,8.0,12.0,5.0,7.0,6.0,7.0,6.0,154.0,5.0,9.0,5.0,30.0,5.0,karabin
karabin/(65).jpg,10.0,4.0,20.0,14.0,17.0,5.0,35.0,17.0,13.0,21.0,6.0,11.0,6.0,9.0,10.0,3.0,6.0,2.0,12.0,9.0,9.0,21.0,14.0,3.0,20.0,27.0,6.0,32.0,13.0,14.0,16.0,7.0,8.0,26.0,10.0,24.0,4.0,3.0,6.0,7.0,karabin
karabin/(16).jpg,2.0,8.0,16.0,0.0,15.0,8.0,12.0,5.0,5.0,9.0,37.0,7.0,2.0,19.0,5.0,27.0,7.0,45.0,1.0,8.0,75.0,27.0,2.0,7.0,4.0,8.0,10.0,7.0,1.0,8.0,7.0,4.0,4.0,6.0,65.0,6.0,5.0,0.0,10.0,6.0,karabin
karabin/(92).jpg,10.0,6.0,7.0,7.0,4.0,12.0,15.0,7.0,8.0,7.0,23.0,6.0,10.0,26.0,0.0,3.0,7.0,9.0,14.0,3.0,82.0,11.0,4.0,5.0,9.0,19.0,9.0,22.0,3.0,8.0,4.0,4.0,8.0,3.0,78.0,11.0,17.0,0.0,17.0,2.0,karabin
karabin/(32).jpg,4.0,23.0,9.0,11.0,18.0,6.0,13.0,6.0,9.0,7.0,4.0,2.0,2.0,1.0,14.0,14.0,5.0,6.0,0.0,11.0,8.0,9.0,4.0,8.0,9.0,13.0,32.0,12.0,10.0,11.0,12.0,7.0,4.0,19.0,120.0,4.0,8.0,10.0,14.0,21.0,karabin
karabin/(27).jpg,3.0,4.0,16.0,8.0,4.0,10.0,6.0,10.0,5.0,1.0,12.0,7.0,6.0,9.0,9.0,44.0,8.0,55.0,5.0,9.0,31.0,24.0,2.0,13.0,4.0,2.0,5.0,4.0,2.0,5.0,5.0,6.0,11.0,2.0,116.0,2.0,7.0,5.0,5.0,18.0,karabin
karabin/(84).jpg,7.0,2.0,10.0,29.0,1.0,25.0,4.0,1.0,1.0,11.0,54.0,5.0,17.0,12.0,20.0,4.0,3.0,8.0,9.0,0.0,33.0,10.0,14.0,1.0,6.0,3.0,13.0,3.0,3.0,3.0,10.0,1.0,9.0,3.0,97.0,10.0,7.0,8.0,28.0,15.0,karabin
karabin/(98).jpg,3.0,10.0,3.0,2.0,9.0,13.0,8.0,4.0,12.0,11.0,21.0,4.0,11.0,72.0,4.0,18.0,4.0,31.0,11.0,9.0,52.0,12.0,8.0,5.0,4.0,6.0,9.0,4.0,5.0,7.0,6.0,8.0,4.0,31.0,24.0,9.0,13.0,6.0,20.0,7.0,karabin
hryvnia/(69).jpg,5.0,17.0,9.0,1.0,6.0,15.0,20.0,9.0,5.0,16.0,10.0,13.0,9.0,11.0,15.0,33.0,2.0,24.0,26.0,14.0,15.0,10.0,8.0,17.0,22.0,12.0,13.0,18.0,8.0,7.0,3.0,14.0,3.0,6.0,8.0,14.0,6.0,13.0,9.0,9.0,hryvnia
hryvnia/(73).jpg,21.0,7.0,33.0,7.0,12.0,13.0,15.0,10.0,10.0,17.0,15.0,14.0,9.0,9.0,9.0,6.0,8.0,10.0,15.0,17.0,3.0,10.0,19.0,6.0,18.0,29.0,9.0,17.0,19.0,10.0,12.0,7.0,4.0,11.0,1.0,14.0,12.0,18.0,17.0,7.0,hryvnia
hryvnia/(60).jpg,2.0,2.0,0.0,0.0,0.0,3.0,4.0,5.0,11.0,9.0,1.0,5.0,1.0,5.0,3.0,0.0,4.0,1.0,3.0,2.0,2.0,3.0,1.0,2.0,5.0,1.0,4.0,5.0,0.0,1.0,0.0,5.0,0.0,1.0,0.0,1.0,0.0,1.0,10.0,0.0,hryvnia
hryvnia/(23).jpg,4.0,6.0,11.0,4.0,4.0,18.0,8.0,9.0,24.0,19.0,7.0,9.0,11.0,13.0,11.0,8.0,12.0,15.0,14.0,31.0,7.0,2.0,8.0,13.0,14.0,11.0,13.0,11.0,19.0,11.0,15.0,19.0,21.0,14.0,3.0,17.0,14.0,9.0,20.0,21.0,hryvnia
hryvnia/photo_2020-11-02_19-34-06.jpg,14.0,9.0,6.0,7.0,6.0,11.0,13.0,7.0,11.0,9.0,4.0,11.0,7.0,13.0,11.0,16.0,8.0,5.0,4.0,14.0,5.0,5.0,7.0,11.0,7.0,6.0,6.0,3.0,6.0,5.0,12.0,4.0,16.0,7.0,4.0,7.0,5.0,9.0,6.0,11.0,hryvnia
hryvnia/(67).jpg,6.0,11.0,12.0,1.0,1.0,15.0,14.0,6.0,14.0,26.0,22.0,5.0,7.0,23.0,10.0,25.0,12.0,29.0,23.0,10.0,14.0,7.0,6.0,15.0,16.0,22.0,13.0,19.0,12.0,4.0,3.0,20.0,3.0,3.0,21.0,7.0,18.0,10.0,12.0,3.0,hryvnia
hryvnia/(25).jpg,1.0,2.0,0.0,0.0,1.0,5.0,3.0,4.0,13.0,7.0,5.0,2.0,7.0,10.0,3.0,0.0,4.0,1.0,4.0,1.0,3.0,4.0,2.0,2.0,5.0,7.0,3.0,8.0,0.0,3.0,2.0,1.0,2.0,1.0,3.0,4.0,6.0,1.0,6.0,0.0,hryvnia
hryvnia/photo_2020-11-02_19-33-46.jpg,8.0,7.0,0.0,11.0,1.0,3.0,8.0,0.0,10.0,9.0,4.0,3.0,6.0,3.0,7.0,2.0,9.0,3.0,2.0,8.0,1.0,7.0,6.0,5.0,5.0,2.0,2.0,1.0,7.0,3.0,11.0,10.0,9.0,11.0,3.0,3.0,4.0,3.0,13.0,19.0,hryvnia
hryvnia/photo_2020-11-02_19-33-41.jpg,4.0,2.0,1.0,0.0,0.0,4.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,0.0,1.0,5.0,0.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,3.0,0.0,0.0,2.0,0.0,1.0,2.0,2.0,0.0,1.0,1.0,1.0,2.0,1.0,3.0,hryvnia
hryvnia/(71).jpg,11.0,16.0,3.0,1.0,7.0,12.0,15.0,2.0,15.0,17.0,20.0,3.0,9.0,25.0,12.0,26.0,7.0,27.0,22.0,8.0,31.0,5.0,10.0,16.0,18.0,11.0,16.0,5.0,16.0,2.0,2.0,7.0,6.0,9.0,32.0,15.0,9.0,6.0,20.0,6.0,hryvnia
hryvnia/(82).jpg,0.0,1.0,0.0,6.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,4.0,1.0,0.0,12.0,0.0,1.0,1.0,0.0,2.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,0.0,2.0,hryvnia
hryvnia/(1).jpg,1.0,0.0,0.0,1.0,0.0,2.0,2.0,2.0,4.0,5.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,4.0,1.0,2.0,3.0,1.0,2.0,1.0,0.0,hryvnia
hryvnia/(79).jpg,2.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0,0.0,2.0,3.0,5.0,4.0,3.0,0.0,0.0,2.0,4.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,5.0,2.0,2.0,0.0,2.0,1.0,3.0,0.0,1.0,hryvnia
hryvnia/(40).jpg,2.0,1.0,2.0,0.0,0.0,0.0,3.0,1.0,1.0,5.0,0.0,4.0,1.0,1.0,4.0,2.0,0.0,1.0,0.0,4.0,2.0,2.0,1.0,2.0,3.0,0.0,3.0,0.0,0.0,1.0,3.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,hryvnia
hryvnia/(4).jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,hryvnia
hryvnia/photo_2020-11-02_19-33-56.jpg,17.0,10.0,9.0,11.0,14.0,7.0,13.0,5.0,15.0,8.0,4.0,7.0,5.0,12.0,13.0,10.0,4.0,3.0,9.0,13.0,8.0,4.0,11.0,16.0,12.0,15.0,12.0,10.0,14.0,2.0,10.0,8.0,13.0,9.0,7.0,8.0,7.0,7.0,4.0,12.0,hryvnia
hryvnia/(64).jpg,16.0,39.0,3.0,0.0,0.0,12.0,25.0,9.0,34.0,30.0,12.0,14.0,4.0,14.0,14.0,15.0,2.0,19.0,15.0,15.0,5.0,2.0,15.0,12.0,16.0,9.0,9.0,11.0,8.0,3.0,10.0,27.0,0.0,9.0,5.0,25.0,10.0,14.0,12.0,6.0,hryvnia
hryvnia/(76).jpg,3.0,5.0,11.0,4.0,4.0,7.0,12.0,13.0,10.0,10.0,9.0,5.0,14.0,9.0,5.0,11.0,5.0,5.0,19.0,6.0,9.0,5.0,5.0,6.0,8.0,15.0,12.0,5.0,10.0,9.0,9.0,17.0,3.0,4.0,6.0,8.0,11.0,2.0,6.0,4.0,hryvnia
hryvnia/(39).jpg,1.0,0.0,4.0,3.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,hryvnia
hryvnia/(83).jpg,1.0,2.0,0.0,1.0,0.0,1.0,3.0,2.0,4.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,3.0,3.0,2.0,9.0,0.0,0.0,5.0,4.0,2.0,1.0,3.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,4.0,0.0,3.0,3.0,1.0,hryvnia
hryvnia/(95).jpg,17.0,14.0,13.0,3.0,3.0,26.0,24.0,7.0,11.0,19.0,11.0,5.0,4.0,11.0,11.0,5.0,7.0,7.0,24.0,13.0,3.0,11.0,20.0,7.0,19.0,11.0,14.0,15.0,21.0,8.0,9.0,17.0,13.0,12.0,15.0,23.0,5.0,9.0,19.0,14.0,hryvnia
hryvnia/(34).jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,hryvnia
hryvnia/(29).jpg,11.0,19.0,14.0,11.0,3.0,19.0,15.0,4.0,30.0,21.0,11.0,7.0,8.0,13.0,22.0,9.0,10.0,5.0,6.0,16.0,5.0,6.0,23.0,14.0,4.0,8.0,10.0,11.0,17.0,4.0,17.0,16.0,15.0,18.0,4.0,29.0,7.0,10.0,13.0,15.0,hryvnia
hryvnia/(12).jpg,14.0,5.0,16.0,21.0,2.0,5.0,26.0,10.0,24.0,23.0,16.0,13.0,11.0,12.0,28.0,3.0,15.0,3.0,6.0,16.0,1.0,9.0,21.0,11.0,6.0,13.0,8.0,12.0,9.0,10.0,23.0,15.0,16.0,13.0,2.0,19.0,8.0,11.0,8.0,16.0,hryvnia
hryvnia/(17).jpg,15.0,5.0,15.0,8.0,10.0,11.0,19.0,12.0,16.0,11.0,17.0,24.0,10.0,17.0,10.0,2.0,11.0,12.0,21.0,14.0,12.0,9.0,12.0,11.0,9.0,10.0,15.0,19.0,15.0,12.0,12.0,12.0,11.0,15.0,1.0,8.0,14.0,10.0,15.0,18.0,hryvnia
hryvnia/(14).jpg,6.0,4.0,27.0,25.0,10.0,4.0,12.0,19.0,14.0,8.0,8.0,11.0,3.0,4.0,25.0,14.0,21.0,14.0,9.0,5.0,7.0,15.0,10.0,17.0,2.0,16.0,6.0,13.0,10.0,24.0,27.0,17.0,19.0,30.0,10.0,6.0,8.0,5.0,8.0,7.0,hryvnia
hryvnia/(48).jpg,1.0,2.0,1.0,0.0,1.0,4.0,4.0,0.0,1.0,2.0,1.0,0.0,0.0,1.0,2.0,3.0,1.0,0.0,1.0,3.0,0.0,0.0,1.0,3.0,2.0,1.0,3.0,1.0,3.0,0.0,1.0,1.0,2.0,0.0,0.0,3.0,2.0,2.0,6.0,1.0,hryvnia
hryvnia/(35).jpg,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,hryvnia
hryvnia/(45).jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,hryvnia
hryvnia/(5).jpg,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,hryvnia
hryvnia/(74).jpg,4.0,12.0,19.0,9.0,8.0,14.0,12.0,8.0,12.0,11.0,7.0,6.0,8.0,17.0,21.0,12.0,9.0,8.0,23.0,23.0,11.0,6.0,17.0,15.0,23.0,15.0,12.0,18.0,13.0,6.0,11.0,8.0,13.0,15.0,3.0,15.0,9.0,11.0,15.0,21.0,hryvnia
hryvnia/photo_2020-11-02_19-34-21.jpg,6.0,5.0,3.0,1.0,1.0,2.0,3.0,4.0,3.0,6.0,2.0,2.0,2.0,2.0,4.0,5.0,6.0,0.0,0.0,4.0,1.0,1.0,1.0,2.0,8.0,0.0,0.0,0.0,0.0,1.0,4.0,6.0,11.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,hryvnia
hryvnia/(18).jpg,12.0,8.0,12.0,20.0,7.0,12.0,13.0,13.0,17.0,14.0,15.0,23.0,9.0,5.0,15.0,1.0,8.0,3.0,14.0,7.0,11.0,15.0,15.0,18.0,11.0,17.0,7.0,15.0,14.0,6.0,17.0,15.0,17.0,17.0,3.0,12.0,13.0,5.0,25.0,19.0,hryvnia
hryvnia/(87).jpg,10.0,21.0,19.0,21.0,8.0,7.0,16.0,13.0,23.0,12.0,12.0,11.0,11.0,16.0,13.0,10.0,9.0,17.0,11.0,14.0,8.0,8.0,16.0,26.0,10.0,6.0,12.0,1.0,11.0,4.0,9.0,18.0,12.0,6.0,6.0,21.0,9.0,11.0,11.0,21.0,hryvnia
hryvnia/photo_2020-11-02_19-34-20.jpg,5.0,6.0,4.0,5.0,3.0,6.0,3.0,3.0,7.0,9.0,5.0,7.0,6.0,7.0,1.0,2.0,6.0,0.0,2.0,4.0,0.0,3.0,5.0,2.0,10.0,1.0,2.0,2.0,1.0,1.0,4.0,4.0,13.0,9.0,3.0,1.0,2.0,3.0,3.0,3.0,hryvnia
hryvnia/photo_2020-11-02_19-34-00.jpg,11.0,7.0,4.0,5.0,2.0,6.0,16.0,7.0,8.0,6.0,4.0,9.0,4.0,12.0,6.0,6.0,9.0,3.0,9.0,11.0,4.0,8.0,12.0,8.0,10.0,2.0,10.0,4.0,9.0,6.0,10.0,8.0,13.0,9.0,5.0,6.0,2.0,2.0,10.0,8.0,hryvnia
hryvnia/(51).jpg,18.0,14.0,9.0,1.0,12.0,13.0,17.0,15.0,12.0,10.0,1.0,11.0,7.0,12.0,17.0,18.0,10.0,19.0,19.0,12.0,7.0,8.0,18.0,13.0,12.0,19.0,7.0,23.0,26.0,2.0,6.0,8.0,7.0,10.0,9.0,16.0,11.0,24.0,18.0,9.0,hryvnia
hryvnia/(56).jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,hryvnia
hryvnia/(19).jpg,0.0,5.0,3.0,2.0,3.0,1.0,8.0,8.0,5.0,8.0,1.0,1.0,1.0,2.0,0.0,0.0,5.0,0.0,5.0,0.0,1.0,3.0,0.0,1.0,16.0,4.0,2.0,9.0,0.0,7.0,0.0,5.0,5.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,hryvnia
hryvnia/(81).jpg,4.0,5.0,7.0,114.0,9.0,14.0,6.0,6.0,10.0,7.0,12.0,16.0,6.0,11.0,3.0,6.0,14.0,1.0,3.0,6.0,9.0,25.0,2.0,12.0,9.0,2.0,2.0,7.0,3.0,2.0,9.0,7.0,10.0,3.0,6.0,5.0,14.0,9.0,6.0,27.0,hryvnia
hryvnia/photo_2020-11-02_19-33-35.jpg,3.0,0.0,1.0,1.0,2.0,0.0,5.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,3.0,2.0,2.0,1.0,1.0,3.0,1.0,4.0,6.0,0.0,0.0,8.0,1.0,0.0,1.0,1.0,2.0,1.0,2.0,3.0,0.0,2.0,6.0,hryvnia
hryvnia/(99).jpg,9.0,12.0,8.0,28.0,16.0,12.0,27.0,13.0,13.0,13.0,8.0,10.0,14.0,11.0,10.0,4.0,12.0,8.0,19.0,12.0,2.0,13.0,9.0,22.0,19.0,9.0,19.0,13.0,14.0,9.0,15.0,12.0,4.0,13.0,3.0,4.0,15.0,7.0,18.0,21.0,hryvnia
hryvnia/(20).jpg,19.0,9.0,17.0,13.0,8.0,19.0,13.0,11.0,13.0,17.0,9.0,9.0,8.0,8.0,31.0,4.0,18.0,4.0,12.0,5.0,1.0,10.0,16.0,6.0,8.0,18.0,7.0,13.0,17.0,11.0,22.0,9.0,7.0,29.0,0.0,18.0,10.0,6.0,26.0,19.0,hryvnia
hryvnia/(15).jpg,15.0,13.0,19.0,2.0,5.0,11.0,19.0,5.0,12.0,15.0,9.0,6.0,4.0,12.0,18.0,8.0,19.0,11.0,24.0,14.0,9.0,8.0,13.0,20.0,28.0,11.0,15.0,22.0,11.0,10.0,12.0,12.0,5.0,7.0,2.0,10.0,13.0,16.0,24.0,11.0,hryvnia
hryvnia/(10).jpg,1.0,0.0,2.0,2.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,7.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,hryvnia
hryvnia/(37).jpg,2.0,1.0,8.0,2.0,2.0,1.0,1.0,3.0,0.0,0.0,0.0,3.0,1.0,1.0,2.0,6.0,7.0,2.0,3.0,3.0,1.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,4.0,1.0,7.0,0.0,3.0,0.0,2.0,4.0,1.0,2.0,hryvnia
hryvnia/(80).jpg,3.0,10.0,0.0,4.0,0.0,1.0,2.0,3.0,6.0,1.0,1.0,5.0,0.0,2.0,1.0,18.0,1.0,13.0,2.0,4.0,2.0,1.0,1.0,18.0,1.0,0.0,7.0,0.0,2.0,5.0,6.0,14.0,3.0,0.0,1.0,8.0,0.0,5.0,1.0,2.0,hryvnia
hryvnia/(33).jpg,8.0,9.0,10.0,2.0,4.0,17.0,25.0,5.0,15.0,13.0,16.0,9.0,2.0,10.0,13.0,5.0,8.0,6.0,8.0,17.0,10.0,13.0,13.0,9.0,25.0,10.0,13.0,4.0,10.0,6.0,4.0,21.0,4.0,10.0,9.0,19.0,3.0,6.0,20.0,11.0,hryvnia
hryvnia/photo_2020-11-02_19-34-13.jpg,14.0,1.0,7.0,12.0,8.0,12.0,10.0,5.0,12.0,12.0,14.0,10.0,7.0,13.0,24.0,7.0,15.0,8.0,7.0,16.0,2.0,7.0,7.0,12.0,15.0,9.0,9.0,5.0,12.0,1.0,11.0,17.0,12.0,15.0,4.0,13.0,8.0,16.0,14.0,24.0,hryvnia
hryvnia/photo_2020-11-02_19-33-49.jpg,4.0,10.0,1.0,17.0,0.0,1.0,7.0,3.0,5.0,7.0,3.0,5.0,0.0,2.0,9.0,3.0,2.0,2.0,4.0,8.0,1.0,2.0,15.0,5.0,2.0,5.0,7.0,1.0,12.0,4.0,13.0,8.0,11.0,5.0,3.0,9.0,8.0,18.0,3.0,24.0,hryvnia
hryvnia/(77).jpg,1.0,4.0,3.0,1.0,2.0,3.0,4.0,1.0,4.0,4.0,4.0,2.0,3.0,4.0,3.0,3.0,3.0,2.0,7.0,4.0,3.0,1.0,2.0,2.0,7.0,2.0,2.0,2.0,2.0,2.0,1.0,12.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,hryvnia
hryvnia/(42).jpg,1.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,1.0,4.0,0.0,3.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,2.0,1.0,2.0,5.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,2.0,2.0,1.0,0.0,1.0,0.0,1.0,2.0,4.0,hryvnia
hryvnia/(47).jpg,9.0,12.0,9.0,1.0,4.0,14.0,14.0,2.0,20.0,13.0,5.0,7.0,2.0,7.0,12.0,12.0,2.0,8.0,13.0,13.0,3.0,5.0,33.0,15.0,15.0,18.0,14.0,5.0,29.0,6.0,5.0,20.0,3.0,21.0,1.0,29.0,2.0,6.0,10.0,18.0,hryvnia
